Product Name,Manufacturer,Manufacturer Website,Supplement Category,Serving Size,Effectiveness Rating,Number of Ingredients,Research Rating,Nutrition Label Transparency Score,Ranking within Supplement Category,Ranking within all Supplement Products,Updated Month Day,Updated Year,Manufacturer Social Media,Similarity Index,Number of Active Ingredients,Calories per Serving,Protein per Serving,Protein Percent of Calories,Protein Percent of Serving Size,Nutrition Label Fat Content Transparency Score,Fat (%),Carbohydrates (%),Protein (%),Macros details
Protein Powder,Zeus Supplements,https://zeus-supps.com,Protein Supplements,34g,2.07 out of 3,,53.33 ,100%,167 out of 446 (middle third within category),214 out of 4597 (top third of all products),April 10,2021,https://instagram.com/zeussupps,,3,117,28.30g,97%,83%,100%,8,7,97,"Protein Powder contains 117 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  113.2 calories (28.30g)."
Vegan Freak,PharmaFreak,https://pharmafreak.com,Protein Supplements,28g,3 out of 3,,10 ,100%,168 out of 446 (middle third within category),275 out of 4597 (top third of all products),November 03,2022,https://instagram.com/pharmafreak,,2,120,20.00g,67%,71%,100%,23,13,67,"Vegan Freak contains 120 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  80 calories (20.00g)."
Shake Time,5 Percent Nutrition,https://5percentnutrition.com/,Protein Supplements,32.7g,3 out of 3,,6.67 ,43%,169 out of 446 (middle third within category),276 out of 4597 (top third of all products),January 23,2022,https://instagram.com/5percentnutrition,,3,130,26.00g,80%,80%,100%,17,6,80,"Shake Time contains 130 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  104 calories (26.00g)."
Pure Plant Protein,Flow Supplements,https://flowsupps.com,Protein Supplements,27g,3 out of 3,,6.67 ,100%,170 out of 446 (middle third within category),277 out of 4597 (top third of all products),November 26,2020,https://instagram.com/flowsupps,,3,110,19.00g,69%,70%,100%,25,11,69,"Pure Plant Protein contains 110 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  76 calories (19.00g)."
Pure,Klout Pwr,https://www.kloutpwr.com,Protein Supplements,32.5g,3 out of 3,,5 ,43%,171 out of 446 (middle third within category),278 out of 4597 (top third of all products),May 09,2022,https://instagram.com/klout_pwr,,4,115,22.00g,77%,68%,100%,12,17,77,"Pure contains 115 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  20 calories (5.00g), and protein accounts for  88 calories (22.00g)."
Pea Protein Isolate,Myprotein,https://www.myprotein.com,Protein Supplements,25g,3 out of 3,,20 ,0%,172 out of 446 (middle third within category),280 out of 4597 (top third of all products),August 27,2020,https://instagram.com/myproteinus,,1,100,21.00g,84%,84%,100%,18,2,84,"Pea Protein Isolate contains 100 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  2 calories (0.50g), and protein accounts for  84 calories (21.00g)."
Naked Pea,Naked Nutrition,https://nakednutrition.com/,Protein Supplements,30g,3 out of 3,,20 ,83%,173 out of 446 (middle third within category),281 out of 4597 (top third of all products),October 03,2020,https://instagram.com/nakednutrition,,1,120,27.00g,90%,90%,100%,4,7,90,"Naked Pea contains 120 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  108 calories (27.00g)."
Lean Vegan Protein,LIV Body,https://livbody.com,Protein Supplements,31.5g,3 out of 3,,20 ,80%,174 out of 446 (middle third within category),282 out of 4597 (top third of all products),October 03,2020,https://instagram.com/livbody,,1,120,24.00g,80%,76%,100%,15,7,80,"Lean Vegan Protein contains 120 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  96 calories (24.00g)."
ioPlant,Performix,https://performixdriven.com/,Protein Supplements,30.7g,3 out of 3,,5 ,20%,175 out of 446 (middle third within category),283 out of 4597 (top third of all products),March 30,2021,https://instagram.com/performix,,4,110,21.00g,76%,68%,100%,16,11,76,"ioPlant contains 110 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  84 calories (21.00g)."
Greentein,Evogen Nutrition,https://www.evogennutrition.com/,Protein Supplements,30g,3 out of 3,,6.67 ,57%,176 out of 446 (middle third within category),284 out of 4597 (top third of all products),October 12,2020,https://instagram.com/evogennutrition,,3,110,20.00g,73%,67%,100%,16,15,73,"Greentein contains 110 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  80 calories (20.00g)."
Clear Vegan Isolate,Myprotein,https://www.myprotein.com,Protein Supplements,14.3g,3 out of 3,,20 ,80%,177 out of 446 (middle third within category),285 out of 4597 (top third of all products),August 27,2020,https://instagram.com/myproteinus,,1,50,10.00g,80%,70%,100%,0,16,80,"Clear Vegan Isolate contains 50 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  40 calories (10.00g)."
Bright Vegan Protein,Cira,https://ciranutrition.com,Protein Supplements,30g,3 out of 3,,4 ,29%,179 out of 446 (middle third within category),288 out of 4597 (top third of all products),November 05,2022,https://instagram.com/ciranutrition,,5,110,22.00g,80%,73%,100%,16,11,80,"Bright Vegan Protein contains 110 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  88 calories (22.00g)."
10X Vegan,10X Athletic,https://10xathletic.com,Protein Supplements,27g,3 out of 3,,20 ,0%,180 out of 446 (middle third within category),289 out of 4597 (top third of all products),February 27,2021,https://instagram.com/10xathleticusa,,1,110,20.00g,73%,74%,100%,16,7,73,"10X Vegan contains 110 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  80 calories (20.00g)."
Sawdust,Lumber Jacked,http://lumberjackedgear.com,Protein Supplements,51.8g,2.8 out of 3,,60 ,95%,181 out of 446 (middle third within category),290 out of 4597 (top third of all products),October 12,2020,https://instagram.com/lumberjackedgear,,1,106.5,24.50g,92%,47%,100%,8,4,92,"Sawdust contains 106.5 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  98 calories (24.50g)."
Recharge,Beachbody,https://www.teambeachbody.com,Protein Supplements,29g,2.8 out of 3,,60 ,57%,182 out of 446 (middle third within category),291 out of 4597 (top third of all products),May 16,2022,https://instagram.com/beachbody,,1,100,20.00g,80%,69%,0%,0,20,80,"Recharge contains 100 calories per serving. Of that, fat accounts for 0 calories (g), carbohydrates account for  20 calories (5.00g), and protein accounts for  80 calories (20.00g)."
PROMASIL Casein,RIVALUS,https://www.rivalus.net,Protein Supplements,32g,2.8 out of 3,,40 ,40%,183 out of 446 (middle third within category),292 out of 4597 (top third of all products),September 07,2020,https://instagram.com/rivalus,,3,110,24.00g,87%,75%,100%,4,7,87,"PROMASIL Casein contains 110 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  96 calories (24.00g)."
Native Casein,Titan Nutrition,https://www.titanworld.co.za,Protein Supplements,25g,2.8 out of 3,,60 ,75%,184 out of 446 (middle third within category),293 out of 4597 (top third of all products),December 11,2020,https://instagram.com/titannutritionsa,,1,89,20.00g,90%,80%,33%,5,6,90,"Native Casein contains 89 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  5 calories (1.25g), and protein accounts for  80 calories (20.00g)."
Casein Protein,Yava Labs,https://yava-labs.com,Protein Supplements,30g,2.8 out of 3,,60 ,0%,185 out of 446 (middle third within category),294 out of 4597 (top third of all products),December 24,2021,https://instagram.com/yavalabs,,1,112,22.00g,79%,73%,33%,14,7,79,"Casein Protein contains 112 calories per serving. Of that, fat accounts for 15.3 calories (1.700g), carbohydrates account for  7.6 calories (1.90g), and protein accounts for  88 calories (22.00g)."
100% Casein,Applied Nutrition,https://www.appliednutrition.uk/,Protein Supplements,30g,2.8 out of 3,,60 ,0%,186 out of 446 (middle third within category),295 out of 4597 (top third of all products),January 02,2021,https://instagram.com/appliednutrition.uk,,1,105,25.26g,96%,84%,33%,5,4,96,"100 Percent Casein contains 105 calories per serving. Of that, fat accounts for 5.13 calories (0.570g), carbohydrates account for  4.56 calories (1.14g), and protein accounts for  101.04 calories (25.26g)."
Vegan Protein,Beyond Yourself,https://beyondyourself.ca/,Protein Supplements,30.5g,2.75 out of 3,,20 ,100%,187 out of 446 (middle third within category),296 out of 4597 (top third of all products),March 09,2021,https://instagram.com/beyondyourself_,,2,100,20.00g,80%,66%,100%,16,4,80,"Vegan Protein contains 100 calories per serving. Of that, fat accounts for 16.2 calories (1.800g), carbohydrates account for  4 calories (1.00g), and protein accounts for  80 calories (20.00g)."
Vegan Protein,RaceGas Supplements,https://racegassupplements.com,Protein Supplements,30.3g,2.75 out of 3,,13.33 ,24%,188 out of 446 (middle third within category),297 out of 4597 (top third of all products),April 09,2021,https://instagram.com/racegas.supplements,,3,120,22.00g,73%,73%,100%,30,7,73,"Vegan Protein contains 120 calories per serving. Of that, fat accounts for 36 calories (4.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  88 calories (22.00g)."
Vegamn,American Made Nutrition,https://www.americanmadenutrition.com,Protein Supplements,29.5g,2.75 out of 3,,20 ,67%,189 out of 446 (middle third within category),298 out of 4597 (top third of all products),October 11,2020,https://instagram.com/americanmadenutrition,,2,110,20.00g,73%,68%,100%,25,4,73,"Vegamn contains 110 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  80 calories (20.00g)."
VEG-PRO,Steel Supplements,https://steelsupplements.com/,Protein Supplements,30g,2.75 out of 3,,20 ,17%,190 out of 446 (middle third within category),299 out of 4597 (top third of all products),December 20,2020,https://instagram.com/steelsupplements,,2,110,20.00g,73%,67%,100%,8,7,73,"VEG-PRO contains 110 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  80 calories (20.00g)."
V PRO,NutraKey,https://nutrakeyhealth.com,Protein Supplements,32g,2.75 out of 3,,8 ,29%,191 out of 446 (middle third within category),300 out of 4597 (top third of all products),April 02,2021,https://instagram.com/nutrakey,,5,120,23.00g,77%,72%,100%,19,10,77,"V PRO contains 120 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  92 calories (23.00g)."
Plant-Pro,Pure Vita Labs,https://www.pvl.com,Protein Supplements,32g,2.75 out of 3,,10 ,43%,192 out of 446 (middle third within category),301 out of 4597 (top third of all products),September 07,2020,https://instagram.com/purevitalabs,,4,120,25.00g,83%,78%,100%,11,7,83,"Plant-Pro contains 120 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  100 calories (25.00g)."
Whey Protein,Bare Performance Nutrition,https://www.bareperformancenutrition.com/,Protein Supplements,33.1g,2.6 out of 3,,70 ,75%,193 out of 446 (middle third within category),307 out of 4597 (top third of all products),December 15,2020,https://instagram.com/bpnsupps,,2,130,25.00g,77%,76%,33%,10,9,77,"Whey Protein contains 130 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
Weapons-Grade Whey,PhysiVantage,https://physivantage.com,Protein Supplements,30.2g,2.6 out of 3,,70 ,67%,194 out of 446 (middle third within category),308 out of 4597 (top third of all products),May 22,2022,https://instagram.com/physivantage,,2,100,21.00g,84%,70%,0%,5,12,84,"Weapons-Grade Whey contains 100 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  84 calories (21.00g)."
Superior Protein,Olympus Labs,https://olympus-labs.com,Protein Supplements,33.2g,2.6 out of 3,,70 ,44%,195 out of 446 (middle third within category),309 out of 4597 (top third of all products),October 25,2020,https://instagram.com/olympus.labs,,2,125,23.00g,74%,69%,33%,11,16,74,"Superior Protein contains 125 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  20 calories (5.00g), and protein accounts for  92 calories (23.00g)."
Super 4,Alpha Neon,https://alphaneontm.com,Protein Supplements,35g,2.53 out of 3,,55 ,100%,196 out of 446 (middle third within category),315 out of 4597 (top third of all products),December 07,2020,https://instagram.com/alphaneontm,,4,124.6,28.90g,93%,83%,33%,6,3,93,"Super 4 contains 124.6 calories per serving. Of that, fat accounts for 7.2 calories (0.800g), carbohydrates account for  4 calories (1.00g), and protein accounts for  115.6 calories (28.90g)."
Protein,Max Effort Muscle,https://www.maxeffortmuscle.com,Protein Supplements,31.2g,2.53 out of 3,,73.33 ,25%,197 out of 446 (middle third within category),317 out of 4597 (top third of all products),October 13,2020,https://instagram.com/maxeffortmuscle,,3,120,22.00g,73%,71%,33%,15,10,73,"Protein contains 120 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  88 calories (22.00g)."
Myo Blend,Elite Labs USA,https://www.elitelabsusa.com,Protein Supplements,39g,2.53 out of 3,,44 ,50%,198 out of 446 (middle third within category),318 out of 4597 (top third of all products),November 24,2020,https://instagram.com/elitelabsusa,,5,140,27.00g,77%,69%,100%,13,14,77,"Myo Blend contains 140 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  108 calories (27.00g)."
Brown Rice Protein,Myprotein,https://www.myprotein.com,Protein Supplements,25g,2.5 out of 3,,20 ,0%,199 out of 446 (middle third within category),321 out of 4597 (top third of all products),August 29,2020,https://instagram.com/myproteinus,,1,110,24.00g,87%,96%,100%,0,11,87,"Brown Rice Protein contains 110 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  96 calories (24.00g)."
